metabolite_number,dilution_factor,dilution_factor_original,injection_volume,log_injection_quantity,chromatogram_number,replicate,internal_standard,intensity,log_intensity,log_intensity_factor,normalized_intensity,log_normalized_intensity,log_normalized_intensity_factor,condition,metabolite_code,chromatogram_name,ionization_mode,ionization_code,retention_time,observation_number
26,0.5,0.5,2,0,46,2,1748461.942,29732.39105,10.299992338254318,10.299992338254318,0.017004883169484508,-4.074254730909149,-4.074254730909149,4,X517.945563669181.3.6850416666665,05dil_rep2_2ul_4_neg,negative,2,3.6850416666665,15055
26,0.5,0.5,5,0.9162907318741551,26,1,4037126.654,80461.9725,11.295539960490384,10.379249228616228,0.01993050488526982,-3.915503812149565,-4.831794544023721,5,X517.945563669181.3.6850416666665,05dil_rep1_5ul_1_neg,negative,2,3.6850416666665,15056
26,0.5,0.5,5,0.9162907318741551,29,1,3611026.575,89560.14797,11.402665722899803,10.486374991025649,0.024801852356902136,-3.696836936789925,-4.61312766866408,5,X517.945563669181.3.6850416666665,05dil_rep1_5ul_2_neg,negative,2,3.6850416666665,15057
26,0.5,0.5,5,0.9162907318741551,32,1,3843268.619,78693.25737,11.273312755639875,10.35702202376572,0.02047560687820869,-3.8885210097209066,-4.804811741595062,5,X517.945563669181.3.6850416666665,05dil_rep1_5ul_3_neg,negative,2,3.6850416666665,15058
26,0.5,0.5,5,0.9162907318741551,35,1,3408713.792,66814.82093,11.109680205124763,10.193389473250608,0.019601182442130948,-3.9321653858852166,-4.848456117759372,5,X517.945563669181.3.6850416666665,05dil_rep1_5ul_4_neg,negative,2,3.6850416666665,15059
26,0.5,0.5,5,0.9162907318741551,38,2,3351400.652,87246.77444,11.376495870212242,10.460205138338088,0.026032928766047157,-3.6483930512820626,-4.564683783156218,5,X517.945563669181.3.6850416666665,05dil_rep2_5ul_1_neg,negative,2,3.6850416666665,15060
26,0.5,0.5,5,0.9162907318741551,41,2,3681469.443,86574.91826,11.368765425117708,10.452474693243554,0.02351640278438677,-3.7500571104893585,-4.666347842363513,5,X517.945563669181.3.6850416666665,05dil_rep2_5ul_2_neg,negative,2,3.6850416666665,15061
26,0.5,0.5,5,0.9162907318741551,44,2,3820616.745,74716.9387,11.221462101774339,10.305171369900185,0.019556250649265267,-3.9344603173471966,-4.850751049221351,5,X517.945563669181.3.6850416666665,05dil_rep2_5ul_3_neg,negative,2,3.6850416666665,15062
26,0.5,0.5,5,0.9162907318741551,47,2,3330791.459,78542.16088,11.27139084086786,10.355100108993703,0.023580629963420356,-3.747329668223826,-4.663620400097981,5,X517.945563669181.3.6850416666665,05dil_rep2_5ul_4_neg,negative,2,3.6850416666665,15063
26,0.5,0.5,10,1.6094379124341003,27,1,6739512.23,116810.7803,11.66831064220619,10.05887272977209,0.01733223062939675,-4.055187468627303,-5.664625381061404,6,X517.945563669181.3.6850416666665,05dil_rep1_10ul_1_neg,negative,2,3.6850416666665,15064
26,0.5,0.5,10,1.6094379124341003,30,1,7332769.164,113199.3662,11.636905845795615,10.027467933361516,0.015437464846943326,-4.170957941717614,-5.780395854151714,6,X517.945563669181.3.6850416666665,05dil_rep1_10ul_2_neg,negative,2,3.6850416666665,15065
26,0.5,0.5,10,1.6094379124341003,33,1,7328628.999,120938.9364,11.703041039345006,10.093603126910907,0.016502259347076005,-4.104257977323858,-5.7136958897579575,6,X517.945563669181.3.6850416666665,05dil_rep1_10ul_3_neg,negative,2,3.6850416666665,15066
26,0.5,0.5,10,1.6094379124341003,36,1,6375300.272,119594.157,11.691859264790198,10.082421352356098,0.018758984188596037,-3.976082484599522,-5.585520397033623,6,X517.945563669181.3.6850416666665,05dil_rep1_10ul_4_neg,negative,2,3.6850416666665,15067
26,0.5,0.5,10,1.6094379124341003,39,2,5914784.189,115055.2811,11.653167997061038,10.043730084626938,0.019452152001415986,-3.9397975722918157,-5.549235484725916,6,X517.945563669181.3.6850416666665,05dil_rep2_10ul_1_neg,negative,2,3.6850416666665,15068
26,0.5,0.5,10,1.6094379124341003,42,2,5931730.861,132840.7441,11.796906276950454,10.187468364516354,0.022394937871069404,-3.798920333558943,-5.4083582459930435,6,X517.945563669181.3.6850416666665,05dil_rep2_10ul_2_neg,negative,2,3.6850416666665,15069
26,0.5,0.5,10,1.6094379124341003,45,2,6236588.631,117682.2962,11.67574386732153,10.066305954887431,0.018869658263981143,-3.970200029782564,-5.579637942216665,6,X517.945563669181.3.6850416666665,05dil_rep2_10ul_3_neg,negative,2,3.6850416666665,15070
26,0.5,0.5,10,1.6094379124341003,48,2,6512719.89,111420.1726,11.621063672667127,10.011625760233027,0.017108086096422,-4.0682040561060555,-5.677641968540156,6,X517.945563669181.3.6850416666665,05dil_rep2_10ul_4_neg,negative,2,3.6850416666665,15071
26,1,1,2,0.6931471805599453,49,1,1429419.479,40556.37996,10.610448382802625,9.91730120224268,0.02837262298144462,-3.562330578268649,-4.255477758828595,7,X517.945563669181.3.6850416666665,1dil_rep1_2ul_1_neg,negative,2,3.6850416666665,15072
26,1,1,2,0.6931471805599453,52,1,1837602.537,42777.21472,10.663760873457466,9.97061369289752,0.023278817839376985,-3.760211437503743,-4.453358618063688,7,X517.945563669181.3.6850416666665,1dil_rep1_2ul_2_neg,negative,2,3.6850416666665,15073
26,1,1,2,0.6931471805599453,55,1,1877241.711,39562.25174,10.585630703732562,9.892483523172617,0.02107467115618549,-3.8596833787184215,-4.552830559278367,7,X517.945563669181.3.6850416666665,1dil_rep1_2ul_3_neg,negative,2,3.6850416666665,15074
26,1,1,2,0.6931471805599453,58,1,1837866.84,37862.65275,10.541720489662119,9.848573309102173,0.020601412423328774,-3.882395641297761,-4.575542821857706,7,X517.945563669181.3.6850416666665,1dil_rep1_2ul_4_neg,negative,2,3.6850416666665,15075
26,1,1,2,0.6931471805599453,61,2,2025977.623,36042.66256,10.492458586906865,9.79931140634692,0.017790256985479053,-4.029104331906814,-4.72225151246676,7,X517.945563669181.3.6850416666665,1dil_rep2_2ul_1_neg,negative,2,3.6850416666665,15076
26,1,1,2,0.6931471805599453,64,2,2159970.105,49981.35754,10.819405365684737,10.126258185124792,0.023139837641410317,-3.7661995736020546,-4.4593467541619995,7,X517.945563669181.3.6850416666665,1dil_rep2_2ul_2_neg,negative,2,3.6850416666665,15077
26,1,1,2,0.6931471805599453,67,2,1875224.153,41318.35945,10.62906221891197,9.935915038352025,0.02203382426783408,-3.8151765395960195,-4.508323720155965,7,X517.945563669181.3.6850416666665,1dil_rep2_2ul_3_neg,negative,2,3.6850416666665,15078
26,1,1,2,0.6931471805599453,70,2,1850867.465,43690.44614,10.684884733383388,9.991737552823443,0.023605388806161764,-3.7462802537718676,-4.4394274343318125,7,X517.945563669181.3.6850416666665,1dil_rep2_2ul_4_neg,negative,2,3.6850416666665,15079
26,1,1,5,1.6094379124341003,50,1,3239957.05,101480.4333,11.52762128351096,9.91818337107686,0.03132153659259156,-3.4634493479968476,-5.072887260430948,8,X517.945563669181.3.6850416666665,1dil_rep1_5ul_1_neg,negative,2,3.6850416666665,15080
26,1,1,5,1.6094379124341003,53,1,4278116.74,97734.5027,11.49000992512534,9.88057201269124,0.022845216397718027,-3.779013531579372,-5.388451444013472,8,X517.945563669181.3.6850416666665,1dil_rep1_5ul_2_neg,negative,2,3.6850416666665,15081
26,1,1,5,1.6094379124341003,56,1,3948743.324,95560.32717,11.467513025146735,9.858075112712635,0.024200187079569217,-3.7213949152886654,-5.330832827722766,8,X517.945563669181.3.6850416666665,1dil_rep1_5ul_3_neg,negative,2,3.6850416666665,15082
26,1,1,5,1.6094379124341003,59,1,4190221.84,101332.5851,11.526163307811409,9.91672539537731,0.024183107474806155,-3.7221009277927672,-5.331538840226868,8,X517.945563669181.3.6850416666665,1dil_rep1_5ul_4_neg,negative,2,3.6850416666665,15083
26,1,1,5,1.6094379124341003,62,2,4397726.482,110055.926,11.608743933755639,9.999306021321537,0.025025641419597504,-3.6878543229565777,-5.297292235390678,8,X517.945563669181.3.6850416666665,1dil_rep2_5ul_1_neg,negative,2,3.6850416666665,15084
26,1,1,5,1.6094379124341003,65,2,4664726.623,110489.9863,11.612680174114091,10.003242261679992,0.023686272579236636,-3.7428596147174438,-5.352297527151545,8,X517.945563669181.3.6850416666665,1dil_rep2_5ul_2_neg,negative,2,3.6850416666665,15085
26,1,1,5,1.6094379124341003,68,2,3898823.224,105461.8657,11.566104703995679,9.95666679156158,0.027049665922478355,-3.610080624136399,-5.219518536570499,8,X517.945563669181.3.6850416666665,1dil_rep2_5ul_3_neg,negative,2,3.6850416666665,15086
26,1,1,5,1.6094379124341003,71,2,4036335.422,115866.55,11.66019437680027,10.050756464366168,0.028705877457178286,-3.5506533877343376,-5.160091300168438,8,X517.945563669181.3.6850416666665,1dil_rep2_5ul_4_neg,negative,2,3.6850416666665,15087
26,1,1,10,2.302585092994046,51,1,6525879.18,111851.0829,11.624923648587993,9.322338555593948,0.01713961901758653,-4.066362593738274,-6.368947686732319,9,X517.945563669181.3.6850416666665,1dil_rep1_10ul_1_neg,negative,2,3.6850416666665,15088
26,1,1,10,2.302585092994046,54,1,6426849.436,115235.8759,11.654736401504987,9.35215130851094,0.017930383626930203,-4.021258595780809,-6.323843688774855,9,X517.945563669181.3.6850416666665,1dil_rep1_10ul_2_neg,negative,2,3.6850416666665,15089
26,1,1,10,2.302585092994046,57,1,6556251.759,98885.0381,11.501713223052102,9.199128130058057,0.015082556578803887,-4.194216396368219,-6.496801489362265,9,X517.945563669181.3.6850416666665,1dil_rep1_10ul_3_neg,negative,2,3.6850416666665,15090
26,1,1,10,2.302585092994046,60,1,6817301.896,112545.1115,11.631109411362273,9.328524318368228,0.016508746893845936,-4.103864923758262,-6.4064500167523075,9,X517.945563669181.3.6850416666665,1dil_rep1_10ul_4_neg,negative,2,3.6850416666665,15091
26,1,1,10,2.302585092994046,63,2,7277138.381,115573.5548,11.657662444343895,9.35507735134985,0.015881731080138985,-4.142585819019996,-6.445170912014041,9,X517.945563669181.3.6850416666665,1dil_rep2_10ul_1_neg,negative,2,3.6850416666665,15092
26,1,1,10,2.302585092994046,66,2,7686497.61,121553.309,11.708108202738591,9.405523109744545,0.015813874558662615,-4.146867587661396,-6.449452680655442,9,X517.945563669181.3.6850416666665,1dil_rep2_10ul_2_neg,negative,2,3.6850416666665,15093
26,1,1,10,2.302585092994046,69,2,7427669.345,134820.3165,11.811698181979217,9.509113088985172,0.018151092925367693,-4.009024503810502,-6.311609596804548,9,X517.945563669181.3.6850416666665,1dil_rep2_10ul_3_neg,negative,2,3.6850416666665,15094
26,1,1,10,2.302585092994046,72,2,8281727.335,142875.4175,11.869728323227575,9.56714323023353,0.017251886197241002,-4.059833796714877,-6.362418889708923,9,X517.945563669181.3.6850416666665,1dil_rep2_10ul_4_neg,negative,2,3.6850416666665,15095
27,0.25,0.25,2,-0.6931471805599453,1,1,1364972.814,123084.3729,11.720625357729118,12.413772538289063,0.09017349769722227,-2.406019712190227,-1.7128725316302817,1,X305.068276355056.3.68524852523468,025dil_rep1_2ul_1_neg,negative,2,3.68524852523468,15096
27,0.25,0.25,2,-0.6931471805599453,4,1,1440507.861,121131.0383,11.704628199756494,12.397775380316439,0.08408911994128992,-2.475878090868277,-1.782730910308332,1,X305.068276355056.3.68524852523468,025dil_rep1_2ul_2_neg,negative,2,3.68524852523468,15097
27,0.25,0.25,2,-0.6931471805599453,7,1,1500383.285,125953.2484,11.743666072635149,12.436813253195094,0.08394738175185683,-2.477565084130097,-1.7844179035701515,1,X305.068276355056.3.68524852523468,025dil_rep1_2ul_3_neg,negative,2,3.68524852523468,15098
27,0.25,0.25,2,-0.6931471805599453,10,1,1527737.483,133540.6445,11.802161163669496,12.495308344229441,0.08741072729181705,-2.4371372659596826,-1.7439900853997372,1,X305.068276355056.3.68524852523468,025dil_rep1_2ul_4_neg,negative,2,3.68524852523468,15099
27,0.25,0.25,2,-0.6931471805599453,13,2,1711711.956,151448.8927,11.928003505104787,12.621150685664732,0.08847802468699938,-2.425001066423419,-1.731853885863474,1,X305.068276355056.3.68524852523468,025dil_rep2_2ul_1_neg,negative,2,3.68524852523468,15100
27,0.25,0.25,2,-0.6931471805599453,16,2,1624152.09,139345.6761,11.844713003365174,12.537860183925119,0.08579595282853097,-2.455783443431393,-1.7626362628714478,1,X305.068276355056.3.68524852523468,025dil_rep2_2ul_2_neg,negative,2,3.68524852523468,15101
27,0.25,0.25,2,-0.6931471805599453,19,2,1695060.587,148662.2554,11.909432269696554,12.6025794502565,0.08770321045757404,-2.433796773004086,-1.7406495924441407,1,X305.068276355056.3.68524852523468,025dil_rep2_2ul_3_neg,negative,2,3.68524852523468,15102
27,0.25,0.25,2,-0.6931471805599453,22,2,1693682.578,149313.9659,11.913806521684267,12.606953702244212,0.0881593563277475,-2.4286092347867236,-1.7354620542267785,1,X305.068276355056.3.68524852523468,025dil_rep2_2ul_4_neg,negative,2,3.68524852523468,15103
27,0.25,0.25,5,0.22314355131420976,2,1,2921314.956,218462.5789,12.294370015234934,12.071226463920723,0.07478227517074336,-2.59317438503984,-2.8163179363540496,2,X305.068276355056.3.68524852523468,025dil_rep1_5ul_1_neg,negative,2,3.68524852523468,15104
27,0.25,0.25,5,0.22314355131420976,5,1,2917088.287,227036.138,12.33286448203073,12.10972093071652,0.07782971088389276,-2.5532320327306683,-2.776375584044878,2,X305.068276355056.3.68524852523468,025dil_rep1_5ul_2_neg,negative,2,3.68524852523468,15105
27,0.25,0.25,5,0.22314355131420976,8,1,3021793.722,241110.3434,12.393009964120054,12.169866412805845,0.07979047068785988,-2.5283511965960046,-2.7514947479102143,2,X305.068276355056.3.68524852523468,025dil_rep1_5ul_3_neg,negative,2,3.68524852523468,15106
27,0.25,0.25,5,0.22314355131420976,11,1,3110617.535,245692.4155,12.411835689086946,12.188692137772737,0.07898509306770174,-2.53849613966587,-2.7616396909800796,2,X305.068276355056.3.68524852523468,025dil_rep1_5ul_4_neg,negative,2,3.68524852523468,15107
27,0.25,0.25,5,0.22314355131420976,14,2,3567501.76,239566.7496,12.386587360968969,12.163443809654758,0.06715252457226539,-2.7007887607067156,-2.9239323120209253,2,X305.068276355056.3.68524852523468,025dil_rep2_5ul_1_neg,negative,2,3.68524852523468,15108
27,0.25,0.25,5,0.22314355131420976,17,2,3506812.32,263119.6941,12.48036431827485,12.257220766960641,0.07503101680103601,-2.58985369358995,-2.81299724490416,2,X305.068276355056.3.68524852523468,025dil_rep2_5ul_2_neg,negative,2,3.68524852523468,15109
27,0.25,0.25,5,0.22314355131420976,20,2,3743853.48,272304.8717,12.514677569430933,12.291534018116723,0.07273384846780917,-2.6209484117675235,-2.844091963081733,2,X305.068276355056.3.68524852523468,025dil_rep2_5ul_3_neg,negative,2,3.68524852523468,15110
27,0.25,0.25,5,0.22314355131420976,23,2,3178833.455,265402.2664,12.489001940406705,12.265858389092497,0.08349045967870626,-2.4830229089978015,-2.7061664603120112,2,X305.068276355056.3.68524852523468,025dil_rep2_5ul_4_neg,negative,2,3.68524852523468,15111
27,0.25,0.25,10,0.9162907318741551,3,1,5274179.651,344304.712,12.749282334972147,11.832991603097993,0.0652811877454191,-2.729051373862224,-3.645342105736379,3,X305.068276355056.3.68524852523468,025dil_rep1_10ul_1_neg,negative,2,3.68524852523468,15112
27,0.25,0.25,10,0.9162907318741551,6,1,6089235.007,378360.388,12.843602427804962,11.927311695930806,0.06213594771183052,-2.7784305893768204,-3.6947213212509755,3,X305.068276355056.3.68524852523468,025dil_rep1_10ul_2_neg,negative,2,3.68524852523468,15113
27,0.25,0.25,10,0.9162907318741551,9,1,5750990.878,378778.1364,12.844705920571286,11.928415188697132,0.0658631085382153,-2.720176803964417,-3.6364675358385723,3,X305.068276355056.3.68524852523468,025dil_rep1_10ul_3_neg,negative,2,3.68524852523468,15114
27,0.25,0.25,10,0.9162907318741551,12,1,6304459.675,366408.274,12.811503493404874,11.89521276153072,0.058118901997735437,-2.8452643324451685,-3.761555064319324,3,X305.068276355056.3.68524852523468,025dil_rep1_10ul_4_neg,negative,2,3.68524852523468,15115
27,0.25,0.25,10,0.9162907318741551,15,2,6713647.289,409780.9752,12.923378089111917,12.007087357237761,0.0610370127533222,-2.7962748323692526,-3.7125655642434077,3,X305.068276355056.3.68524852523468,025dil_rep2_10ul_1_neg,negative,2,3.68524852523468,15116
27,0.25,0.25,10,0.9162907318741551,18,2,6298621.711,403772.502,12.908606884473745,11.992316152599589,0.06410489794852199,-2.7472345069213033,-3.6635252387954584,3,X305.068276355056.3.68524852523468,025dil_rep2_10ul_2_neg,negative,2,3.68524852523468,15117
27,0.25,0.25,10,0.9162907318741551,21,2,6927339.313,424497.7628,12.958662014519415,12.042371282645261,0.06127861558670557,-2.792324345405753,-3.708615077279908,3,X305.068276355056.3.68524852523468,025dil_rep2_10ul_3_neg,negative,2,3.68524852523468,15118
27,0.25,0.25,10,0.9162907318741551,24,2,6772734.119,422631.0877,12.954254944402155,12.037964212528,0.062401842486975084,-2.774160477007812,-3.690451208881967,3,X305.068276355056.3.68524852523468,025dil_rep2_10ul_4_neg,negative,2,3.68524852523468,15119
27,0.5,0.5,2,0,25,1,1896139.056,171063.0088,12.049787240130092,12.049787240130092,0.09021648926997261,-2.4055430607497885,-2.4055430607497885,4,X305.068276355056.3.68524852523468,05dil_rep1_2ul_1_neg,negative,2,3.68524852523468,15120
27,0.5,0.5,2,0,28,1,1868252.34,158764.0281,11.975174278835146,11.975174278835146,0.08497997015756446,-2.4653396954656386,-2.4653396954656386,4,X305.068276355056.3.68524852523468,05dil_rep1_2ul_2_neg,negative,2,3.68524852523468,15121
27,0.5,0.5,2,0,31,1,1744991.193,157104.0845,11.964663823269198,11.964663823269198,0.09003144837075404,-2.407596243345327,-2.407596243345327,4,X305.068276355056.3.68524852523468,05dil_rep1_2ul_3_neg,negative,2,3.68524852523468,15122
27,0.5,0.5,2,0,34,1,1920990.395,169118.1791,12.038353034135032,12.038353034135032,0.08803697277205803,-2.4299984076031618,-2.4299984076031618,4,X305.068276355056.3.68524852523468,05dil_rep1_2ul_4_neg,negative,2,3.68524852523468,15123
27,0.5,0.5,2,0,37,2,1474456.842,114001.9525,11.643970854422946,11.643970854422946,0.077317931086653,-2.5598293828032497,-2.5598293828032497,4,X305.068276355056.3.68524852523468,05dil_rep2_2ul_1_neg,negative,2,3.68524852523468,15124
27,0.5,0.5,2,0,40,2,1680102.23,137897.4051,11.834265246345463,11.834265246345463,0.08207679427935763,-2.500099954373096,-2.500099954373096,4,X305.068276355056.3.68524852523468,05dil_rep2_2ul_2_neg,negative,2,3.68524852523468,15125
27,0.5,0.5,2,0,43,2,1697118.109,136797.3644,11.826256017903122,11.826256017903122,0.08060568305443731,-2.518186122594958,-2.518186122594958,4,X305.068276355056.3.68524852523468,05dil_rep2_2ul_3_neg,negative,2,3.68524852523468,15126
27,0.5,0.5,2,0,46,2,1748461.942,149149.2119,11.912702505986594,11.912702505986594,0.08530309314562134,-2.4615445631768726,-2.4615445631768726,4,X305.068276355056.3.68524852523468,05dil_rep2_2ul_4_neg,negative,2,3.68524852523468,15127
27,0.5,0.5,5,0.9162907318741551,26,1,4037126.654,264655.3149,12.48618355983528,11.569892827961127,0.06555536587829826,-2.724860212804668,-3.6411509446788233,5,X305.068276355056.3.68524852523468,05dil_rep1_5ul_1_neg,negative,2,3.68524852523468,15128
27,0.5,0.5,5,0.9162907318741551,29,1,3611026.575,255152.2826,12.449615832562232,11.533325100688078,0.07065920931362848,-2.649886827127496,-3.566177559001651,5,X305.068276355056.3.68524852523468,05dil_rep1_5ul_2_neg,negative,2,3.68524852523468,15129
27,0.5,0.5,5,0.9162907318741551,32,1,3843268.619,259265.5127,12.465607961138652,11.549317229264496,0.06745963876120104,-2.6962258042221308,-3.612516536096286,5,X305.068276355056.3.68524852523468,05dil_rep1_5ul_3_neg,negative,2,3.68524852523468,15130
27,0.5,0.5,5,0.9162907318741551,35,1,3408713.792,227059.0094,12.3329652159855,11.416674484111343,0.06661134470511745,-2.708880375024481,-3.625171106898636,5,X305.068276355056.3.68524852523468,05dil_rep1_5ul_4_neg,negative,2,3.68524852523468,15131
27,0.5,0.5,5,0.9162907318741551,38,2,3351400.652,208916.3649,12.249689282915806,11.333398551041652,0.06233703057118102,-2.7751996385784983,-3.6914903704526534,5,X305.068276355056.3.68524852523468,05dil_rep2_5ul_1_neg,negative,2,3.68524852523468,15132
27,0.5,0.5,5,0.9162907318741551,41,2,3681469.443,242524.5262,12.398858123214547,11.48256739134039,0.06587709879302127,-2.71996441239252,-3.6362551442666753,5,X305.068276355056.3.68524852523468,05dil_rep2_5ul_2_neg,negative,2,3.68524852523468,15133
27,0.5,0.5,5,0.9162907318741551,44,2,3820616.745,240151.3787,12.389024748071702,11.472734016197547,0.06285670474911767,-2.766897671049834,-3.683188402923989,5,X305.068276355056.3.68524852523468,05dil_rep2_5ul_3_neg,negative,2,3.68524852523468,15134
27,0.5,0.5,5,0.9162907318741551,47,2,3330791.459,260476.856,12.4702692916989,11.553978559824744,0.07820269122408603,-2.548451217392785,-3.4647419492669402,5,X305.068276355056.3.68524852523468,05dil_rep2_5ul_4_neg,negative,2,3.68524852523468,15135
27,0.5,0.5,10,1.6094379124341003,27,1,6739512.23,413984.9122,12.933584808182001,11.324146895747901,0.06142653920222948,-2.7899133026514926,-4.399351215085593,6,X305.068276355056.3.68524852523468,05dil_rep1_10ul_1_neg,negative,2,3.68524852523468,15136
27,0.5,0.5,10,1.6094379124341003,30,1,7332769.164,445920.1657,13.007895214307023,11.398457301872922,0.06081197372054627,-2.799968573206207,-4.409406485640307,6,X305.068276355056.3.68524852523468,05dil_rep1_10ul_2_neg,negative,2,3.68524852523468,15137
27,0.5,0.5,10,1.6094379124341003,33,1,7328628.999,450868.0265,13.018929951493496,11.409492039059394,0.0615214696448028,-2.78836906517537,-4.39780697760947,6,X305.068276355056.3.68524852523468,05dil_rep1_10ul_3_neg,negative,2,3.68524852523468,15138
27,0.5,0.5,10,1.6094379124341003,36,1,6375300.272,387161.766,12.866597884674256,11.257159972240157,0.06072839701376814,-2.8013438647154634,-4.410781777149563,6,X305.068276355056.3.68524852523468,05dil_rep1_10ul_4_neg,negative,2,3.68524852523468,15139
27,0.5,0.5,10,1.6094379124341003,39,2,5914784.189,360262.8787,12.794589262563512,11.185151350129411,0.06090887971365002,-2.7983763067893426,-4.407814219223443,6,X305.068276355056.3.68524852523468,05dil_rep2_10ul_1_neg,negative,2,3.68524852523468,15140
27,0.5,0.5,10,1.6094379124341003,42,2,5931730.861,383712.9267,12.857649965268813,11.248212052834713,0.06468818894377683,-2.7381766452405842,-4.347614557674684,6,X305.068276355056.3.68524852523468,05dil_rep2_10ul_2_neg,negative,2,3.68524852523468,15141
27,0.5,0.5,10,1.6094379124341003,45,2,6236588.631,392745.0424,12.880915933250167,11.271478020816065,0.06297433831819457,-2.7650279638539295,-4.3744658762880295,6,X305.068276355056.3.68524852523468,05dil_rep2_10ul_3_neg,negative,2,3.68524852523468,15142
27,0.5,0.5,10,1.6094379124341003,48,2,6512719.89,444094.5014,13.003792659757922,11.394354747323822,0.06818879191808755,-2.68547506901526,-4.29491298144936,6,X305.068276355056.3.68524852523468,05dil_rep2_10ul_4_neg,negative,2,3.68524852523468,15143
27,1,1,2,0.6931471805599453,49,1,1429419.479,113033.3704,11.635438367372432,10.942291186812486,0.07907641672763296,-2.537340593698842,-3.2304877742587874,7,X305.068276355056.3.68524852523468,1dil_rep1_2ul_1_neg,negative,2,3.68524852523468,15144
27,1,1,2,0.6931471805599453,52,1,1837602.537,141881.0856,11.862744560394795,11.16959737983485,0.07720988774407639,-2.561227750566415,-3.25437493112636,7,X305.068276355056.3.68524852523468,1dil_rep1_2ul_2_neg,negative,2,3.68524852523468,15145
27,1,1,2,0.6931471805599453,55,1,1877241.711,142843.7074,11.869506356286152,11.176359175726207,0.07609233619889454,-2.575807726164832,-3.2689549067247774,7,X305.068276355056.3.68524852523468,1dil_rep1_2ul_3_neg,negative,2,3.68524852523468,15146
27,1,1,2,0.6931471805599453,58,1,1837866.84,131703.2659,11.788306685449722,11.095159504889777,0.07166094029967916,-2.635809445510157,-3.3289566260701022,7,X305.068276355056.3.68524852523468,1dil_rep1_2ul_4_neg,negative,2,3.68524852523468,15147
27,1,1,2,0.6931471805599453,61,2,2025977.623,168711.3378,12.03594447315189,11.342797292591944,0.08327403811606661,-2.485618445661789,-3.1787656262217343,7,X305.068276355056.3.68524852523468,1dil_rep2_2ul_1_neg,negative,2,3.68524852523468,15148
27,1,1,2,0.6931471805599453,64,2,2159970.105,163974.9419,12.007468901839568,11.314321721279622,0.07591537564359022,-2.578136037447224,-3.2712832180071696,7,X305.068276355056.3.68524852523468,1dil_rep2_2ul_2_neg,negative,2,3.68524852523468,15149
27,1,1,2,0.6931471805599453,67,2,1875224.153,165228.0861,12.015082138330357,11.321934957770411,0.08811111238923978,-2.4291566201776345,-3.12230380073758,7,X305.068276355056.3.68524852523468,1dil_rep2_2ul_3_neg,negative,2,3.68524852523468,15150
27,1,1,2,0.6931471805599453,70,2,1850867.465,146536.4238,11.895029303157942,11.201882122597997,0.07917175409423494,-2.536135683997313,-3.229282864557258,7,X305.068276355056.3.68524852523468,1dil_rep2_2ul_4_neg,negative,2,3.68524852523468,15151
27,1,1,5,1.6094379124341003,50,1,3239957.05,223280.7048,12.316185024779926,10.706747112345825,0.06891471132310227,-2.6748856067278823,-4.284323519161983,8,X305.068276355056.3.68524852523468,1dil_rep1_5ul_1_neg,negative,2,3.68524852523468,15152
27,1,1,5,1.6094379124341003,53,1,4278116.74,228725.5507,12.340278095239668,10.730840182805567,0.05346407417110361,-2.9287453614650456,-4.538183273899146,8,X305.068276355056.3.68524852523468,1dil_rep1_5ul_2_neg,negative,2,3.68524852523468,15153
27,1,1,5,1.6094379124341003,56,1,3948743.324,245224.8759,12.40993092936653,10.80049301693243,0.0621020045566274,-2.7789770110688705,-4.388414923502971,8,X305.068276355056.3.68524852523468,1dil_rep1_5ul_3_neg,negative,2,3.68524852523468,15154
27,1,1,5,1.6094379124341003,59,1,4190221.84,259547.1757,12.466693759670454,10.857255847236353,0.06194115386024526,-2.781570475933723,-4.3910083883678235,8,X305.068276355056.3.68524852523468,1dil_rep1_5ul_4_neg,negative,2,3.68524852523468,15155
27,1,1,5,1.6094379124341003,62,2,4397726.482,268755.3837,12.501556890595458,10.892118978161356,0.06111234629984885,-2.795041366116758,-4.404479278550859,8,X305.068276355056.3.68524852523468,1dil_rep2_5ul_1_neg,negative,2,3.68524852523468,15156
27,1,1,5,1.6094379124341003,65,2,4664726.623,264145.6712,12.484256014799655,10.874818102365555,0.056626184672344516,-2.87128377403188,-4.48072168646598,8,X305.068276355056.3.68524852523468,1dil_rep2_5ul_2_neg,negative,2,3.68524852523468,15157
27,1,1,5,1.6094379124341003,68,2,3898823.224,254131.803,12.445608320862542,10.83617040842844,0.06518166851875715,-2.7305770072695363,-4.340014919703637,8,X305.068276355056.3.68524852523468,1dil_rep2_5ul_3_neg,negative,2,3.68524852523468,15158
27,1,1,5,1.6094379124341003,71,2,4036335.422,260669.8901,12.47101009689541,10.861572184461311,0.06458082960083589,-2.7398376676391965,-4.3492755800732965,8,X305.068276355056.3.68524852523468,1dil_rep2_5ul_4_neg,negative,2,3.68524852523468,15159
27,1,1,10,2.302585092994046,51,1,6525879.18,409258.0698,12.922101213548443,10.619516120554398,0.06271309328776142,-2.7691850287778244,-5.07177012177187,9,X305.068276355056.3.68524852523468,1dil_rep1_10ul_1_neg,negative,2,3.68524852523468,15160
